image_path,rotation_matrix,translation_vector,calibration_matrix,dataset,scene
07.png,0.999852824569755;-0.014750614460690713;0.00876062628552684;0.017153863295298732;0.8676635933497974;-0.4968557474251092;-0.0002723489100487971;0.49693290105239535;0.8677889246111186,-0.011297903305817283;-0.0015550186280930724;0.3855616200402635,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00100.png,0.989082977221828;-0.04613874803141159;0.13995027724195033;-0.019997046857909474;0.8989089827503636;0.4376788307054262;-0.14599651463979343;-0.4356992731928761;0.888172934203825,0.07658826655564166;-0.00047683686762262155;0.3273107800893278,716.0494904440171;0.0;384.0;0.0;716.0494904440171;512.0;0.0;0.0;1.0,lizard,lizard
dsc_8267.png,0.984069671109177;0.13163306085392415;0.11949736270438692;0.05013395498763802;-0.850339878403193;0.5238403170380654;0.17056807720196118;-0.5095044930984128;-0.8433929704189832,-0.0387186012300543;0.003489267885132122;0.45316450636059524,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
00469.png,0.6878437751189128;0.38832377580328703;-0.6132500193037429;-0.22539298801439833;0.9173642232686003;0.32808670015826435;0.6899774938243304;-0.08745014015240934;0.7185287266374395,-4.207444006590921;-3.4841864070512196;8.689618544101673,705.351809321854;0.0;384.0;0.0;705.351809321854;512.0;0.0;0.0;1.0,lizard,lizard
00068.png,0.9917857697426457;0.060869258532809;0.11249853466447429;-0.09669443493045851;0.9325344181576727;0.3478932957169629;-0.08373274860809951;-0.3559136023208399;0.9307600842824836,-21.40499333082984;26.447687163042634;23.091905323733798,2124.6426717706518;0.0;384.0;0.0;2124.6426717706518;512.0;0.0;0.0;1.0,church,church
archive_0004.png,0.5531047228903301;-0.08520439548942957;-0.8287432512580071;0.10682682129230234;0.9937980722431552;-0.030877529991418497;0.8262343467618578;-0.07145349952989935;0.5587765220872625,4.641614467155506;-0.5471537782160045;22.5914370966009,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
03.png,0.9993946226667176;-0.02356062921667625;0.025598533859643915;0.03207163399533079;0.3387496556434208;-0.9403297725236256;0.013483266581899838;0.9405815050022929;0.339300212157174,-0.011471598819000773;0.011325953000912126;0.38663455605386887,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
32.png,0.9985198033349476;-0.006365530584641559;0.05401557523819823;0.029766772842191133;-0.7672329739395161;-0.6406773781978627;0.04552078187486298;0.6413369190373355;-0.7659078369472394,-0.0120134948266357;0.022507520098838003;0.4050996426222318,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
01.png,0.999147719991382;-0.021624129414769648;0.035160072000451896;0.03507100839198339;-0.004484366109474225;-0.9993747619541763;0.021768279821637208;0.9997561140036355;-0.003722164149712992,-0.011610785964818585;0.016710808069866724;0.3904348025368086,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00008.png,-0.44971357625437647;-0.33623555290802987;-0.8274680370220542;0.323570028459069;0.8021760842446172;-0.5018126807375141;0.83250233393997;-0.4934158315524588;-0.2519537282079769,17.23602659920966;23.102044054517226;75.07233082390907,2164.6993031995917;0.0;384.0;0.0;2164.6993031995917;512.0;0.0;0.0;1.0,church,church
00048.png,0.2942574199858212;-0.36410648720761307;0.8836509699856727;0.21098033035185926;0.9265234042619211;0.31151513857198176;-0.9321479877079113;0.09476733260060112;0.34945569344891025,-14.778763947520444;0.003513778714994683;13.657237314170208,883.6913587912277;0.0;288.0;0.0;883.6913587912277;512.0;0.0;0.0;1.0,pond,pond
00075.png,0.5782407367693447;0.3967442508143456;-0.712903674970335;-0.5134922960488054;0.856002063740029;0.05988429486382468;0.6340057667237511;0.3314430061391779;0.6987003803079355,1.685072311296467;-0.5947883223740872;2.5614709004111167,865.9980534056305;0.0;288.0;0.0;865.9980534056305;512.0;0.0;0.0;1.0,lizard,lizard
00088.png,0.9320079863506933;0.13030444305134675;0.33820388155608794;-0.16325554905784384;0.9840432316482068;0.07075693569661845;-0.32358729746445236;-0.12115968953588396;0.9384090742054982,-20.406893804308933;30.070344219511234;50.06937588461943,2093.2158648683835;0.0;384.0;0.0;2093.2158648683835;512.0;0.0;0.0;1.0,church,church
14.png,0.9998355272641222;0.01735651404307014;0.005260212994560616;-0.01670192954909731;0.7681469375209862;0.6400557225167723;0.0070685196337299284;-0.6400383065078239;0.768310485567381,-0.011687277759293025;-0.01499891720363043;0.4024070042875862,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00524.png,0.97602987040851;-0.10724781155549196;0.18937687025321992;0.08944809621343594;0.9909402594152766;0.1001820360832028;-0.19840546906307577;-0.0808412591845397;0.9767804055463638,-1.3082868270212873;-1.6195689686089934;2.8058503531860075,884.5335166869032;0.0;290.0;0.0;884.5335166869032;512.0;0.0;0.0;1.0,lizard,lizard
00394.png,0.8803773355625277;0.4142373766891968;-0.23096134477759905;-0.4739024739499442;0.7876010004299239;-0.39382878171345664;0.01876678480579301;0.4561710861896395;0.889694187860423,-4.596691951027564;-4.76957522508058;1.0448264645604877,480.15945297810623;0.0;288.0;0.0;480.15945297810623;512.0;0.0;0.0;1.0,pond,pond
02.png,0.9992527616183833;-0.02402019259931326;0.030281161561702366;0.03401506827119704;0.17446571991611926;-0.9840755497951647;0.018354659586596225;0.9843702265517997;0.1751524009250745,-0.011589797430545654;0.014113680489915202;0.3883381399691822,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
dioscuria_154.png,-0.2244266233870882;0.10367333800857476;0.9689605408380829;0.6191110742219033;0.7830373484064865;0.05961534010923514;-0.7525517713027267;0.6132734707996903;-0.23991973975150604,-21.16614708038497;-6.639244098553142;85.94693460424969,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
00041.png,0.3866414921387178;-0.41936570161653386;-0.8213651836207926;0.3436801897286933;0.8919952522659405;-0.2936467216283381;0.8557992076093525;-0.16875093553131362;0.48901005921403207,-4.468310199950101;20.20973826745761;58.42781675256684,1245.170147767837;0.0;512.0;0.0;1245.170147767837;384.0;0.0;0.0;1.0,church,church
3dom_fbk_img_1549.png,0.9820089231491529;-0.022334419692119124;-0.18750906258753827;-0.017736590569230815;0.9776817046351817;-0.20934158157572233;0.18799970268705354;0.2089010725646511;0.9596960214937424,1.9989774316624287;-5.151950241524522;9.433383121315813,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
00500.png,0.9953604436437267;-0.06564929615280769;0.07034029530791396;0.04604170329082739;0.9669145389092283;0.25091121139565276;-0.0844851986293635;-0.24650850768400567;0.9654510898289781,0.6692912596279408;-0.8593352178522506;2.545269029722353,865.5926550782985;0.0;288.0;0.0;865.5926550782985;512.0;0.0;0.0;1.0,lizard,lizard
33.png,0.9986221204302829;-0.010512545223262138;0.051413490255524906;0.03261745896092476;-0.6431497235309869;-0.7650454460311152;0.04110914689285677;0.7656682829495711;-0.6419206481542695,-0.01195947412179851;0.02241148138663282;0.4019144594775634,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
26.png,0.998293381640456;0.02154673289734569;0.05427764249037728;0.0016468529650992315;-0.93946137529615;0.342650860500857;0.05837475523010022;-0.3419766989549389;-0.9378935575659474,-0.012331557095553378;0.012043442937050184;0.4202779268327373,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00064.png,0.5247825568001498;-0.3165067276266713;-0.790206782712825;0.5311086116684366;0.8471981051901738;0.013379580479409708;0.665226961788173;-0.42670699775048826;0.6126942364514631,-24.550972912390144;-1.9432557295816517;-4.439383308858744,714.3334943750018;0.0;384.0;0.0;714.3334943750018;512.0;0.0;0.0;1.0,church,church
3dom_fbk_img_1542.png,0.07279373199711714;-0.9899574360668335;-0.12118311498683813;0.9444609504355306;0.02938175830466394;0.32730753945080565;-0.3204599595649139;-0.13827865726462518;0.9371149487980363,2.637554993963006;-0.21568775200199522;7.9302986053945625,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
00081.png,0.8313203426778651;0.19926834086885994;0.5188435372801021;-0.19519061412253838;0.9787302646122285;-0.06314818517220842;-0.5203913066226444;-0.04877701773836767;0.8525336887960075,-28.289115610615635;22.028033159192415;47.64717293912392,681.3644995668807;0.0;384.0;0.0;681.3644995668807;512.0;0.0;0.0;1.0,church,church
00589.png,0.9967575768800004;-0.00994032446560394;0.07984687145924063;0.008929795966082931;0.9998755831060828;0.013002963211323394;-0.07996619083283954;-0.012247785832117426;0.9967223284676111,-0.12192820163693721;-0.020048456120305785;-1.4060742487166824,845.1268412820817;0.0;288.0;0.0;845.1268412820817;512.0;0.0;0.0;1.0,lizard,lizard
00495.png,0.9011593180625077;-0.13731237469307653;0.411165654238367;0.03527945742988714;0.9685903230483083;0.2461465944932545;-0.4320500472775914;-0.2073115960416157;0.8776985010777386,0.6896749507260744;-1.869665918799743;3.929238474517057,858.8274645779134;0.0;288.0;0.0;858.8274645779134;512.0;0.0;0.0;1.0,lizard,lizard
cimg2282.png,0.370978579889865;-0.07905250816014955;-0.9252705519017066;0.27527381065873524;0.9609501926618819;0.02826758547366695;0.8869042915829859;-0.26518941942823016;0.3782530229819722,26.033506149107026;0.9084923590734449;3.194344694764783,1774.6111459981475;0.0;600.0;0.0;1774.6111459981475;800.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
pict0818.png,0.13362679747427214;-0.08243390705582118;-0.9875973521452366;0.024910927673985568;0.9964990674971793;-0.07980635413094572;0.9907185900543058;-0.013937698689693722;0.1352124841722982,30.28672969316354;1.6103094788353636;16.753002442085954,2400.932647516701;0.0;852.0;0.0;2400.932647516701;1136.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
img_0102.png,0.08876639173191658;0.10246299071994282;0.9907683196548127;-0.27164937317228816;0.9594781152478433;-0.07488901398435686;-0.9582938723345773;-0.2624939654414386;0.11300341743872155,-5.132044903060991;2.9906909160639645;31.04479603939945,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
00681.png,-0.858898780867468;0.16101443498558948;-0.48617613675565124;-0.4346594070665852;0.2728760801559651;0.8582597769482386;0.2708580515194314;0.948479307420561;-0.1643864937338546,-2.5517594392251848;0.392797096447692;-2.161425647705064,888.4961862001707;0.0;288.0;0.0;888.4961862001707;512.0;0.0;0.0;1.0,pond,pond
00293.png,0.5490677095751545;-0.0007518882795810589;0.8357775331784821;0.5592408916134096;0.7434789891382938;-0.3667268981917464;-0.6211072978554771;0.6687588708749335;0.4086407923552806,-0.9203039841558768;-0.7540310282750731;-0.40669779828742303,771.7212294354143;0.0;384.0;0.0;771.7212294354143;512.0;0.0;0.0;1.0,lizard,lizard
00042.png,0.2596114052238765;-0.41139787921255194;-0.8737011521436255;0.42983342655777373;0.8593885207526111;-0.27693789161514526;0.8647804020046286;-0.30364972481142394;0.3999396216063862,-0.9158030597431044;26.32138856593692;58.701737770985034,1254.1567697566788;0.0;512.0;0.0;1254.1567697566788;384.0;0.0;0.0;1.0,church,church
22.png,0.9987252809019582;0.03262924516108623;0.03851163002941529;-0.016979206821123412;-0.5013377582153127;0.8650850586638116;0.04753440672849874;-0.8646362151493902;-0.5001446746983389,-0.012331850273471525;-0.0007760528677418756;0.4219157858258751,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00314.png,0.9776593376490166;0.20746182945246416;-0.03379066184499633;-0.20900244416745478;0.9765708868661941;-0.05125701178770578;0.02236510316801977;0.05717422710987646;0.9981136758479328,-3.9208366348985924;-5.582575545432494;4.506278373988146,473.3848982150408;0.0;290.0;0.0;473.3848982150408;512.0;0.0;0.0;1.0,pond,pond
archive_0008.png,-0.9954010011952625;0.016754419075172597;0.09431933132143597;-0.04610029031114045;0.779301166475789;-0.6249515622531904;-0.08397386529568523;-0.6264255593212399;-0.7749447777592764,-0.023676049804102352;1.95192233654722;10.710561308894338,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
00861.png,0.17801563114297658;0.6314709618983841;-0.754688584349795;-0.4236727406425106;0.7413976116450722;0.5204142487321486;0.8881508002052534;0.22709910991924262;0.3995173968285436,12.28442514883176;-3.1876563919144396;15.336812055618708,476.2352298490483;0.0;288.0;0.0;476.2352298490483;512.0;0.0;0.0;1.0,pond,pond
dioscuria_261.png,0.45991163690828707;-0.11410155585994225;-0.8806032711651033;-0.7090328069368503;0.5498254933257778;-0.4415477387285731;0.5345594119680162;0.8274495524437762;0.17196939622212826,1.345158946521338;2.8616162470210065;14.155787602304933,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
dscn2063.png,0.9662516253825919;0.009539662092337468;0.25742336974848157;-0.015581650560820592;0.9996486802918484;0.021441272270245025;-0.25712838935306215;-0.024728745175004705;0.9660608058247525,-16.1548146134296;1.6675213157988233;16.0062252628431,3267.3268141368376;0.0;1408.0;0.0;3267.3268141368376;1056.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
dsc_8248.png,0.9979713359470291;-0.03884678415417364;0.05043946856362258;0.06224417094865202;0.7617859792660258;-0.6448315942760692;-0.013374446194763013;0.6466630105043748;0.7626585573075294,-0.03519986019314807;-0.00010773952850927365;0.41065204437949726,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
archive_0057.png,-0.979120463572877;0.010131467864258885;-0.20302825215164044;0.09707046208173711;0.9008320559601273;-0.42317718788456476;0.17860695172381347;-0.43404949062700865;-0.8830065665001376,-1.1882421309867257;1.7556577955300081;15.26931889226254,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
img_0244.png,0.8571528577766566;-0.0633732918176333;-0.5111485149049225;0.13397234186759444;0.9856746635332713;0.10245423018638596;0.4973332786168879;-0.15629869977952357;0.8533641230022547,5.799576946911231;0.8640137158832517;18.44144926010861,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
00004.png,-0.5154160759577633;-0.31189732411191673;-0.7981643489007312;0.25961343942306025;0.830808171333936;-0.492299344419318;0.8166683113205943;-0.4609531881401703;-0.34723915048303877,16.98891618235028;17.363415536145688;75.3406701654915,684.4285251419657;0.0;384.0;0.0;684.4285251419657;512.0;0.0;0.0;1.0,church,church
19765295615_6a8758cc07_o.png,0.910151059691774;0.041872888777508235;0.4121549583923108;-0.16244037156970736;0.9512800505551707;0.26206753156399903;-0.3811012650546262;-0.30547164614932537;0.8726103936881484,-18.9997798786894;-4.106989824941209;-10.113280593436025,1634.0288554571184;0.0;720.0;0.0;1634.0288554571184;960.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00327.png,0.9284814251960701;0.08424911577668946;0.3616964605255634;-0.09124240179036268;0.9958261353614533;0.002265446225040345;-0.35999592661778895;-0.03510547851715602;0.9322931610800762,-5.487225702950946;-7.610143800731145;7.4119408533082956,476.83251259293576;0.0;290.0;0.0;476.83251259293576;512.0;0.0;0.0;1.0,pond,pond
dsc_8264.png,0.9874602531943031;0.1401328749945628;0.0726981822826518;0.003998349567262929;-0.48255261608398364;0.8758578571384983;0.15781717765243874;-0.8645841486265303;-0.4770618286779574,-0.03805954546233973;-0.007147953527582135;0.45210140641969065,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
12.png,0.9999647921526732;0.008021144572920644;0.002464892452332503;-0.008382620997041864;0.9414775074368236;0.33697156357141744;0.0003822568262476147;-0.33698036178728014;0.9415115982553973,-0.011529110958792122;-0.013377170841507064;0.3960384541558083,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
screenshot_2015_10_11_18_16_31.png,0.2329303671388844;-0.0020531186278372592;-0.9724912486847604;-0.0020458808997974604;0.9999945240207019;-0.002601211247438603;0.9724912639380822;0.0025955023617760032;0.23292489118083035,35.815950304029315;-0.5241033171705104;44.296260522871975,1134.6837886389555;0.0;480.0;0.0;1134.6837886389555;270.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00288.png,0.9836160957368879;0.1267394442208583;-0.1282048730973563;-0.16124916761385233;0.9365250655077206;-0.3113189805000642;0.08061068261192825;0.32689128919924976;0.941617758378893,-0.3921400165363198;-0.8316448873364731;0.054380777309666374,874.616118477108;0.0;290.0;0.0;874.616118477108;512.0;0.0;0.0;1.0,lizard,lizard
00054.png,0.7517157021473049;-0.28770899940306605;-0.5934197795891801;0.33256618924309833;0.9424066118455792;-0.03563015186691895;0.569493839227;-0.17056761009119684;0.8041041334741846,-15.387194174074327;12.544362624512287;25.489182586868377,752.7174844130532;0.0;384.0;0.0;752.7174844130532;512.0;0.0;0.0;1.0,church,church
5747.png,0.2482912616821275;-0.0391209499807626;-0.9678951392815753;-0.023722302516760697;0.9986389459460825;-0.04644898279834311;0.9683949100112004;0.0344935778413918;0.24702528484367597,34.64151878643588;-0.11359174047631727;37.25424558288412,764.5227292201563;0.0;300.0;0.0;764.5227292201563;199.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
img_0075.png,-0.07088510808960935;0.9926930592253341;-0.09765137795736534;-0.6337401789338112;-0.12041957221193256;-0.7641155097452457;-0.770291300130065;0.007721191238595382;0.6376454313721627,-1.0813017537583265;1.5314546726604994;40.19550489797659,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
00168.png,-0.8718416822380053;0.19310773146334198;-0.45011274716618266;-0.2618784906489956;0.5928130975786781;0.7615722470485494;0.4138982208802183;0.7818452758623374;-0.4662684069974461,-0.3879643551666479;-0.5815827053884485;6.9240295212849166,710.6272504555728;0.0;384.0;0.0;710.6272504555728;512.0;0.0;0.0;1.0,lizard,lizard
img_0362.png,0.07733215548262107;0.9742653092690112;-0.21172351046440208;0.8060214185171859;0.06389688176458141;0.5884272779131733;0.5868127560133262;-0.21615803398375258;-0.78033742299362,-2.114528959740297;-0.22635413713862515;19.528299838395814,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
palmyr29.png,0.7943395767285838;-0.03481959994408501;-0.6064752528359161;0.05056246504872479;0.9986813548394315;0.008887554459687653;0.6053660660879918;-0.03772462002209306;0.795052689495066,18.69041205791892;1.0122107981180952;9.543195007585199,927.8034608426271;0.0;365.0;0.0;927.8034608426271;220.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00506.png,0.9428814382638133;0.1489258482521595;-0.2979860484988141;-0.002809811206801918;0.8980313545588722;0.4399224831605442;0.3331166437429162;-0.41395745910845955;0.8471555487098713,-3.9872945427840722;-1.8428561920353344;7.304813534459693,702.7374852075253;0.0;384.0;0.0;702.7374852075253;512.0;0.0;0.0;1.0,lizard,lizard
00006.png,-0.27339640369488727;-0.4960815725341004;-0.8241101139039593;0.2322859081028062;0.7973456476444869;-0.5570306769642481;0.9334332666792828;-0.34371935001464204;-0.10275867399862193,31.80778745504346;20.23740280732015;71.90838267649599,738.2896550144395;0.0;384.0;0.0;738.2896550144395;512.0;0.0;0.0;1.0,church,church
dsc_8246.png,0.9957006641773158;-0.042951871919491263;0.08206902007130211;0.09255642366884295;0.49647792671504026;-0.8631007917516753;-0.003673662271605635;0.8669860465909165;0.4983188730342927,-0.03565291455737693;0.007270152847916104;0.41175342173228374,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
00514.png,0.8368341578181757;0.4161448634685537;-0.3557134308927389;-0.43240547856342315;0.9009307783299623;0.03673193115132167;0.3357589826305195;0.1230739016465604;0.9338729679760579,-7.695171655209523;-4.699205979216787;3.264009860673846,895.7381013800829;0.0;288.0;0.0;895.7381013800829;512.0;0.0;0.0;1.0,pond,pond
00379.png,0.8869442135426688;0.01517111616600865;0.4616273381175059;0.22559642352972664;0.8579000897709435;-0.46164238286968784;-0.403033765029399;0.5135925166951761;0.7574869708720688,-0.8676071907213427;-0.625247998751594;-0.6775008749172974,910.380536351905;0.0;290.0;0.0;910.380536351905;512.0;0.0;0.0;1.0,lizard,lizard
temle_ba_al_shamin_4.png,0.7112612857470514;-0.05357269520714103;-0.7008832639788841;0.0019970807665955674;0.997241494411652;-0.07419847365025191;0.7029248857921188;0.05137478128282593;0.7094062565147553,14.943858001782603;0.1129967939506197;-5.729710521020417,1161.2852457428498;0.0;512.0;0.0;1161.2852457428498;768.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
11.png,0.9999932549312552;0.0029584964703106135;0.0021765547613169702;-0.0032859922867446247;0.9853826804348123;0.1703237369065051;-0.0016408371903716603;-0.17032974020334812;0.9853857555574744,-0.011477996981830177;-0.011793132779728217;0.393251075880409,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00.png,0.999017467386748;-0.01951432487219089;0.03979058910031915;0.03580410529229767;-0.17374693099514127;-0.9841392533650855;0.026118305848310826;0.9845969708944632;-0.17287752602655398,-0.011700149127917355;0.018812528601332625;0.39292089450723033,5809.066058292364;0.0;2496.9582994472266;0.0;5809.066058292364;1722.4949763575241;0.0;0.0;1.0,transp_obj_glass_cup,transp_obj_glass_cup
00044.png,-0.007623637391172666;-0.5802789879215847;0.8143820825200105;0.4949476443266302;0.7054593552967998;0.507300628227231;-0.8688893540195135;0.4069439693630131;0.2818295518050362,-11.381045928404152;-7.902254040865308;15.640170178188669,881.33348285338;0.0;288.0;0.0;881.33348285338;512.0;0.0;0.0;1.0,pond,pond
00727.png,-0.8829889679729692;-0.3112837806540648;0.3513301728285558;0.011330854954892694;0.7341232430117892;0.6789217007842985;-0.469256959633016;0.6034612431395785;-0.6446956133435473,2.0092044790908408;1.0947743414219955;5.555117124257204,882.4429393577025;0.0;290.0;0.0;882.4429393577025;512.0;0.0;0.0;1.0,lizard,lizard
dsc_8253.png,0.9998951832580434;0.012927939333268164;-0.006518503045882655;-0.011696527041654121;0.9866267549635783;0.16257563669013647;0.008533097475576934;-0.1624823521944298;0.9866745519536002,-0.03499593542403265;-0.016219693911013293;0.4184410634816511,10924.25385545293;0.0;2859.865377541796;0.0;10924.25385545293;1992.5071366542402;0.0;0.0;1.0,transp_obj_glass_cylinder,transp_obj_glass_cylinder
00723.png,-0.9808472701906414;0.018699000268124877;-0.19387877642625115;-0.1343269298495012;0.655869611594422;0.7428265803700008;0.14104931221659608;0.7546425643812803;-0.6407961388361132,4.916341649323517;1.3147959168158803;3.3217264271995917,887.6596528814349;0.0;290.0;0.0;887.6596528814349;512.0;0.0;0.0;1.0,lizard,lizard
00482.png,0.778330357971277;-0.17266915412171813;0.6036449428887763;0.10310784898022703;0.9835391034874663;0.14839003804077222;-0.6193307883021596;-0.053255939818591946;0.7833218875628742,-0.03378303285083604;-7.972873175713799;7.61435218861726,900.760996664726;0.0;288.0;0.0;900.760996664726;512.0;0.0;0.0;1.0,pond,pond
dioscuria_236.png,0.9974194128129222;-0.027912632707091233;-0.06614680551080615;-0.055125854191267205;0.29251406994678375;-0.9546709690164727;0.04599625140822392;0.9558537565017606;0.29022050416513356,-4.005756842181993;4.379426472907245;12.372534358226293,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
the_temple_of_baalshamin_palmyra_syria_02am3152.png,0.9886884230463261;0.019800999491135902;0.148671189385574;-0.019747648389626254;0.9998033119657106;-0.0018351472627862989;-0.14867828529159482;-0.0011215175203518825;0.9888849830395864,-15.012159896370415;1.5148228818342846;67.76288524758932,3259.992229358506;0.0;640.0;0.0;3259.992229358506;360.0;0.0;0.0;1.0,multi-temporal-temple-baalshamin,multi-temporal-temple-baalshamin
00441.png,0.964026943293917;-0.09028141598737759;0.250002637047494;0.2147231718724334;0.8188932140749134;-0.5322667220511718;-0.1566716696292867;0.5668008202793747;0.8088206340507145,-0.94069754926659;-0.26041803185281465;-0.4223578930948513,853.5305201491632;0.0;290.0;0.0;853.5305201491632;512.0;0.0;0.0;1.0,lizard,lizard
01004.png,0.7239052058071862;0.5642925266850891;-0.39690703865340243;-0.5178440187675011;0.8245760067415719;0.22784200958744877;0.45584956425555506;0.04059991913146083;0.8891303736429993,-6.593734109237164;-2.274250681910366;2.7117206585344804,889.5179060337442;0.0;288.0;0.0;889.5179060337442;512.0;0.0;0.0;1.0,pond,pond
00198.png,-0.80061680416385;0.17888958904912278;-0.5718489729118169;-0.4003294495154379;0.5504027924120038;0.7326616531221865;0.4458128135676792;0.8155092157878442;-0.3690469539556791,-4.266261488574979;-0.19348147171216065;2.228548341759887,715.9708784824861;0.0;384.0;0.0;715.9708784824861;512.0;0.0;0.0;1.0,lizard,lizard
00453.png,0.9978331162761297;-0.007245256008679675;0.06539555281543664;0.007936740867563108;0.9999152463103808;-0.010320287808570895;-0.06531523717379449;0.010816952501480005;0.9978060499573611,-0.333672446448444;-0.9154807101107346;0.9066913907030966,879.1608806830372;0.0;290.0;0.0;879.1608806830372;512.0;0.0;0.0;1.0,lizard,lizard
3dom_fbk_img_1522.png,-0.12215676003567233;-0.88660055875927;0.44611341067640764;-0.9803417393667548;0.03761363732770662;-0.193688637618073;0.15494450630129672;-0.4610039734044923;-0.873766293966709,-1.7799836960655322;-2.740950363672363;16.54919440643774,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
img_0336.png,0.11856841400348839;0.946706124520918;-0.29948129323094885;0.611661290472932;0.16795202032112921;0.7730864017734618;0.7821841195892977;-0.2748447428360877;-0.5591496851449351,-0.47232238338223187;-2.333118995932974;18.101559117117553,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,dioscuri,dioscuri
01053.png,0.22800779358014256;0.6669141470453271;-0.7093926744318122;-0.6755581704505488;0.6330385428086587;0.3779991556289475;0.7011658893615851;0.39304926382006355;0.5948770224225204,-7.471397728898075;-0.2451884561503566;-0.9926156566430718,886.3984443098147;0.0;288.0;0.0;886.3984443098147;512.0;0.0;0.0;1.0,pond,pond
